loan_id,customer_id,loan_type,amount_applied,status,application_date,approved_date
300880,859,Home,91724.32,Approved,2024-08-20,2024-08-17
300881,695,Home,135358.68,Approved,2024-05-09,2024-05-02
300882,284,Education,51939.14,Rejected,2023-12-24,2023-12-17
300883,638,Education,257784.26,Approved,2025-01-11,2025-01-29
300884,928,Home,391310.21,Approved ,2024-08-28,2024-09-18
300885,101,Home,389616.24,Approved,2024-04-18,2024-05-12
300886,145,Personal,279290.15,Approved ,2025-05-09,2025-05-31
300887,830,Home,183800.37,Pending,2024-09-27,2024-10-02
300888,814,Personal,138961.77,Approved,2023-08-19,2023-09-12
300889,482,Education,121785.79,Pending,2023-07-11,2023-07-12
300890,50,Personal,232704.20,Rejected,2023-07-24,2023-07-26
300891,979,Personal,390215.20,Approved ,2024-03-18,2024-04-13
300892,74,Education,157628.40,Rejected,2025-05-05,2025-05-13
300893,625,Personal,131145.63,Approved,2024-06-14,2024-06-30
300894,668,Education,443937.55, Rejected,2024-10-10,2024-10-15
300895,131,Education,468597.91,Approved,2024-05-30,2024-06-03
300896,516,Car,205771.23,Rejected,2024-02-10,2024-02-19
300897,386,Car,156197.79,Pending,2024-08-23,2024-08-28
300898,146,Education,N/A, Rejected,2023-12-22,2024-01-11
300899,956,Car,254536.16,Approved,2025-04-18,2025-04-26
300900,292,Education,417410.73,Rejected,2024-01-14,2024-01-13
300901,120,Personal,493513.66,Approved ,2025-01-23,2025-02-13
300902,75,Home,446392.71, Rejected,2024-02-21,2024-02-12
300903,575,Car,373994.22,Approved,2023-08-21,2023-08-14
300904,765,Home,191691.74,Approved ,2023-09-25,2023-09-30
300905,547,Car,133806.64,Approved,2025-01-29,2025-02-07
300906,194,Education,352555.83,Rejected,2024-01-27,2024-01-28
300907,366,Education,360259.03,Approved ,2025-05-13,2025-06-11
300908,595,Car,413296.63,Pending,2025-01-31,2025-02-14
300909,315,Home,174525.56,Pending,2025-03-07,2025-03-30
300910,661,Home,306715.63,Approved,2023-12-20,2023-12-17
300911,677,Education,393626.60, Rejected,2023-12-26,2023-12-22
300912,46,Home,276559.23,Rejected,2024-06-28,2024-07-24
300913,749,Personal,483855.83,Rejected,2024-05-31,2024-05-31
300914,412,Education,147615.75,Pending,2024-05-14,2024-06-09
300915,958,Personal,N/A,Approved,2024-05-21,2024-05-22
300916,31,Personal,182658.67,Approved,2025-02-12,2025-03-12
300917,907,Personal,366000.05,Approved ,2024-09-08,2024-09-13
300918,80,Personal,16498.59,Rejected,2024-12-31,2025-01-23
300919,651,Personal,281639.11,Approved,2024-12-25,2024-12-17
300920,581,Car,126531.00, Rejected,2024-09-23,2024-09-23
300921,53,Home,150246.52,Rejected,2023-09-02,2023-09-04
300922,102,Personal,345350.77,Approved,2024-05-24,2024-05-30
300923,939,Education,234213.70,Rejected,2025-03-01,2025-02-22
300924,463,Education,275335.46,Rejected,2024-06-07,2024-06-13
300925,821,Home,127558.89,Pending,2023-10-09,2023-10-28
300926,355,Car,415224.31,Pending,2025-04-24,2025-05-03
300927,969,Personal,141476.34,Approved ,2023-10-13,2023-10-24
300928,689,Personal,224643.29,Approved ,2024-01-28,2024-02-01
300929,82,Education,169008.16,Approved ,2023-11-22,2023-11-21
300930,288,Home,369088.81,Approved,2024-10-16,2024-10-30
300931,54,Car,270007.47, Rejected,2024-07-05,2024-07-08
300932,534,Home,92652.72,Approved,2024-05-10,2024-05-15
300933,368,Home,187025.87,Approved ,2023-10-30,2023-10-30
300934,918,Personal,89431.58,Approved,2025-03-17,2025-03-27
300935,213,Home,199461.51,Approved,2024-12-08,2025-01-06
300936,289,Home,492583.29,Rejected,2023-12-28,2024-01-14
300937,444,Personal,285878.53,Approved,2024-10-03,2024-10-19
300938,826,Education,161338.46,Approved,2024-06-30,2024-07-18
300939,787,Home,317551.82, Rejected,2024-09-01,2024-09-12
300940,476,Personal,226509.43,Approved,2024-01-03,2024-01-31
300941,445,Home,16556.01,Approved ,2025-06-08,2025-06-03
300942,651,Car,183415.55,Approved,2023-08-28,2023-09-17
300943,839,Car,452840.24,Approved ,2025-05-25,2025-06-17
300944,405,Car,367899.55,Pending,2024-11-12,2024-11-24
300945,724,Home,64117.54, Rejected,2023-08-23,2023-08-29
300946,243,Education,108877.17,Approved,2025-03-31,2025-04-11
300947,422,Car,474896.36,Pending,2023-09-24,2023-09-30
300948,661,Personal,246665.82,Pending,2024-03-03,2024-02-25
300949,199,Car,427428.02,Approved,2023-07-11,2023-07-06
300950,844,Education,38358.82,Approved,2023-10-08,2023-10-16
300951,42,Home,385753.33,Approved ,2024-01-01,2024-01-05
300952,393,Education,433285.91,Approved,2024-08-05,2024-07-26
300953,562,Personal,310945.35,Rejected,2023-08-28,2023-08-31
300954,104,Personal,356476.36,Approved,2024-07-29,2024-08-04
300955,488,Car,361415.53, Rejected,2024-02-22,2024-02-18
300956,665,Home,191499.16,Rejected,2024-02-06,2024-02-05
300957,958,Education,N/A,Rejected,2024-12-21,2024-12-18
300958,833,Education,78493.55,Pending,2025-05-20,2025-06-02
300959,813,Personal,190410.57,Approved ,2024-04-17,2024-04-21
300960,859,Car,244299.09,Approved,2024-06-11,2024-06-12
300961,332,Education,315798.94,Pending,2025-04-27,2025-04-28
300962,673,Personal,435476.98,Rejected,2024-04-06,2024-04-30
300963,91,Personal,189272.63,Approved,2023-12-29,2023-12-24
300964,806,Car,122400.92,Pending,2023-12-02,2023-11-22
300965,804,Personal,473742.97,Pending,2024-01-08,2024-01-20
300966,713,Education,271024.87, Rejected,2025-03-05,2025-03-08
300967,875,Education,493989.35,Rejected,2023-07-22,2023-07-21
300968,798,Personal,297396.79,Rejected,2024-02-10,2024-02-12
300969,105,Car,38141.46, Rejected,2024-01-28,2024-01-22
300970,961,Car,324382.19,Approved ,2023-08-09,2023-08-08
300971,568,Home,326924.52,Approved,2025-02-23,2025-03-08
300972,351,Education,284312.15,Approved ,2023-09-08,2023-09-15
300973,197,Personal,256239.37,Rejected,2025-04-21,2025-04-20
300974,709,Personal,348808.32,Approved ,2023-09-29,2023-10-15
300975,791,Personal,N/A,Approved,2023-11-04,2023-11-16
300976,621,Personal,272968.66,Pending,2024-11-30,2024-12-07
300977,709,Education,264506.87,Rejected,2024-09-05,2024-09-10
300978,925,Home,261514.93,Approved ,2024-03-06,2024-03-22
300979,981,Home,28759.78,Approved ,2023-08-01,2023-08-01
300980,102,Personal,37780.27, Rejected,2024-07-10,2024-06-30
300981,221,Education,370566.36,Approved,2025-02-07,2025-02-14
300982,331,Car,75538.64, Rejected,2024-09-06,2024-09-21
300983,423,Home,265250.69,Pending,2025-06-20,2025-07-01
300984,811,Personal,381916.21, Rejected,2024-10-30,2024-10-28
300985,292,Personal,234546.57,Rejected,2024-05-07,2024-04-30
300986,375,Car,159626.78,Rejected,2024-09-27,2024-10-18
300987,587,Car,240004.90, Rejected,2023-09-05,2023-08-29
300988,830,Home,494328.70,Approved,2024-01-21,2024-02-13
300989,114,Personal,93158.77,Approved ,2024-06-07,2024-06-25
300990,109,Home,431370.51,Approved,2024-05-13,2024-06-08
300991,670,Home,37481.51,Pending,2023-07-15,2023-08-05
300992,832,Home,371935.93,Approved,2025-04-19,2025-04-17
300993,800,Home,69835.11,Rejected,2024-11-08,2024-11-07
300994,446,Home,18588.07,Pending,2024-02-04,2024-02-11
300995,302,Education,449108.10,Approved ,2025-03-14,2025-03-15
300996,346,Personal,75020.52,Pending,2025-05-31,2025-05-29
300997,11,Home,328668.39,Approved,2024-11-21,2024-11-18
300998,115,Home,403262.79,Approved ,2024-09-07,2024-09-18
300999,102,Home,80975.75, Rejected,2023-11-15,2023-11-12
301000,724,Home,394144.10,Approved,2024-11-23,2024-11-18
301001,764,Car,435372.15,Rejected,2024-08-22,2024-09-06
301002,691,Education,248326.06,Pending,2024-12-09,2024-12-03
301003,375,Education,64852.66,Rejected,2024-02-06,2024-03-05
301004,849,Home,69745.55,Approved,2024-04-14,2024-04-26
301005,227,Education,492119.98,Pending,2023-08-18,2023-08-11
301006,600,Car,306990.58, Rejected,2024-07-07,2024-07-05
301007,631,Education,34433.29,Approved,2024-08-16,2024-08-18
301008,892,Car,111532.98, Rejected,2024-12-29,2025-01-04
301009,547,Personal,55622.57,Rejected,2024-08-31,2024-09-03
301010,854,Education,66342.92, Rejected,2025-02-14,2025-03-01
301011,812,Personal,277212.36,Rejected,2023-07-18,2023-07-26
301012,704,Home,226021.76,Rejected,2024-02-24,2024-02-23
301013,310,Personal,432311.11, Rejected,2023-09-17,2023-10-09
301014,263,Personal,85061.08,Rejected,2023-12-28,2023-12-18
301015,856,Education,344941.68,Approved,2025-06-03,2025-06-14
301016,319,Home,193943.75,Approved,2025-03-16,2025-04-06
301017,201,Car,343794.06,Approved,2023-12-02,2023-12-25
301018,588,Education,455459.07,Approved,2024-06-28,2024-07-06
301019,553,Home,96694.38,Approved,2025-05-11,2025-05-12
301020,815,Education,273177.90,Approved ,2025-04-20,2025-04-17
301021,298,Personal,125881.60,Approved,2025-01-02,2025-01-21
301022,898,Education,N/A,Approved,2025-05-20,2025-06-03
301023,501,Car,403010.52,Approved,2025-06-04,2025-06-01
301024,118,Home,199267.72,Rejected,2024-08-29,2024-09-20
301025,132,Personal,N/A,Pending,2023-08-05,2023-08-24
301026,51,Education,248052.55,Rejected,2023-09-21,2023-09-27
301027,134,Education,N/A,Pending,2024-01-16,2024-01-07
301028,886,Car,38167.80,Approved ,2023-11-21,2023-12-14
301029,344,Education,423091.68,Approved ,2025-01-02,2025-01-18
301030,783,Personal,62415.71,Approved,2024-04-02,2024-04-29
301031,634,Personal,302997.01,Pending,2024-03-09,2024-04-06
301032,266,Education,432015.65, Rejected,2024-03-12,2024-04-11
301033,661,Education,260521.11, Rejected,2023-08-11,2023-09-06
301034,326,Home,369133.29,Approved ,2024-09-25,2024-09-30
301035,576,Home,44716.66,Approved ,2024-11-22,2024-12-17
301036,513,Car,73350.00,Approved,2024-03-11,2024-03-06
301037,443,Home,234522.83,Pending,2024-01-21,2024-01-31
301038,407,Home,240552.67,Rejected,2024-02-17,2024-02-10
301039,186,Personal,N/A,Pending,2024-03-16,2024-03-21
301040,560,Education,253610.81,Rejected,2024-02-15,2024-02-16
301041,803,Education,420371.89,Approved,2024-09-11,2024-09-04
301042,257,Personal,48413.53, Rejected,2024-09-25,2024-10-18
301043,658,Home,232359.47, Rejected,2024-03-13,2024-04-05
301044,884,Education,125837.68, Rejected,2023-10-20,2023-11-15
301045,996,Car,120949.73,Approved,2024-11-17,2024-11-16
301046,730,Personal,444625.32,Rejected,2024-03-01,2024-02-25
301047,197,Home,427292.75,Approved,2024-09-18,2024-10-03
301048,478,Education,160590.51,Rejected,2024-08-13,2024-08-13
301049,582,Car,373598.16,Approved ,2024-04-22,2024-04-26
301050,137,Personal,418054.49,Pending,2024-02-06,2024-02-13
301051,887,Car,18059.93,Rejected,2025-01-05,2025-01-17
301052,485,Car,139934.93,Approved ,2024-09-23,2024-09-23
301053,734,Home,299511.52,Pending,2024-12-22,2024-12-30
301054,713,Personal,N/A, Rejected,2024-12-05,2024-12-02
301055,935,Home,190112.55,Approved ,2023-10-07,2023-11-01
301056,555,Education,77673.53,Approved ,2024-01-29,2024-01-23
301057,66,Personal,79089.15,Pending,2024-01-19,2024-02-07
301058,598,Home,354600.06,Approved,2024-10-04,2024-09-27
301059,630,Car,230151.73,Approved ,2024-08-31,2024-09-26
301060,508,Car,319112.63,Approved,2023-11-30,2023-11-22
301061,934,Personal,412835.29,Rejected,2024-12-09,2024-12-19
301062,832,Home,20912.15,Approved,2024-10-10,2024-10-25
301063,679,Education,450822.81,Approved ,2023-10-06,2023-11-01
301064,599,Car,106672.09,Approved,2024-12-18,2025-01-15
301065,336,Personal,142028.64, Rejected,2023-10-05,2023-10-27
301066,679,Car,367749.48,Pending,2025-02-11,2025-02-19
301067,505,Education,427854.09,Rejected,2025-04-09,2025-04-14
301068,108,Home,395373.72,Approved,2024-09-21,2024-10-18
301069,507,Car,476894.85,Pending,2023-12-13,2023-12-06
301070,63,Education,297234.22,Approved ,2025-06-02,2025-06-17
301071,567,Personal,109781.73,Approved,2025-06-01,2025-06-21
301072,827,Car,328151.59,Rejected,2024-06-25,2024-06-24
301073,136,Car,55099.63,Rejected,2024-01-17,2024-01-20
301074,576,Personal,152852.35,Rejected,2025-05-30,2025-06-29
301075,172,Home,148695.77,Pending,2024-05-02,2024-05-03
301076,325,Personal,102291.12,Approved,2025-04-23,2025-05-02
301077,241,Personal,356333.98,Approved,2024-05-10,2024-05-11
301078,869,Education,253224.92,Approved,2024-01-15,2024-02-13
301079,136,Education,272761.45,Approved ,2024-08-27,2024-09-14
301080,656,Car,12936.98, Rejected,2025-01-09,2025-01-13
301081,567,Education,493592.77,Approved,2024-12-12,2025-01-05
301082,577,Education,427391.09,Approved,2024-06-05,2024-06-15
301083,895,Education,275094.53,Approved,2024-02-27,2024-02-18
301084,886,Car,185756.76,Pending,2025-03-17,2025-03-17
301085,53,Home,187961.36,Pending,2024-12-17,2024-12-26
301086,19,Education,156472.63,Approved,2025-02-03,2025-02-03
301087,95,Car,359971.41,Approved ,2023-07-26,2023-07-19
301088,57,Education,N/A,Rejected,2023-11-27,2023-11-19
301089,151,Education,424926.93,Approved,2024-12-31,2025-01-11
301090,320,Education,248560.96,Approved ,2023-11-17,2023-11-25
301091,423,Education,135324.56,Approved ,2024-04-06,2024-05-06
301092,507,Car,107276.52,Approved,2024-09-11,2024-09-20
301093,293,Personal,N/A,Rejected,2024-02-23,2024-02-20
301094,154,Car,445597.56,Pending,2023-09-22,2023-10-20
301095,197,Personal,133691.46,Approved,2025-03-26,2025-03-19
301096,720,Home,111828.44, Rejected,2024-01-14,2024-01-10
301097,234,Education,188133.14,Approved,2023-07-29,2023-07-23
301098,609,Education,457478.39,Approved,2025-03-10,2025-03-08
301099,456,Car,459271.94, Rejected,2024-03-22,2024-04-14
301100,732,Personal,294841.12, Rejected,2024-06-25,2024-07-11
301101,342,Car,157604.16,Approved,2024-03-24,2024-04-09
301102,246,Car,278040.84,Approved,2024-10-16,2024-10-27
301103,673,Home,442994.29,Rejected,2025-02-17,2025-03-18
301104,862,Personal,56841.07, Rejected,2025-06-25,2025-06-20
301105,761,Personal,161854.80,Approved,2024-09-22,2024-10-09
301106,938,Car,351960.50, Rejected,2024-03-23,2024-03-26
301107,507,Personal,427749.66,Approved ,2024-12-29,2025-01-22
301108,111,Home,437936.50,Approved,2025-04-04,2025-05-03
301109,662,Home,320551.45,Approved,2024-02-25,2024-03-14
301110,463,Car,449252.87,Approved,2024-09-30,2024-10-21
301111,196,Car,458167.38, Rejected,2024-04-25,2024-05-02
301112,117,Home,258361.07,Pending,2025-05-13,2025-05-11
301113,558,Car,82982.48,Approved,2024-03-22,2024-03-12
301114,70,Home,293578.95,Approved ,2023-09-17,2023-09-25
301115,79,Car,454355.56,Approved ,2023-11-21,2023-12-02
301116,523,Education,383138.15, Rejected,2023-10-01,2023-10-29
301117,719,Home,468260.88,Rejected,2023-11-07,2023-11-16
301118,597,Home,N/A,Rejected,2025-03-23,2025-03-19
301119,679,Education,196516.91,Pending,2024-08-11,2024-08-23
301120,314,Education,141010.45,Approved,2023-07-24,2023-07-24
301121,50,Car,434740.91,Approved,2025-06-05,2025-06-18
301122,35,Personal,22115.24,Approved ,2023-09-07,2023-10-05
301123,934,Home,485004.34,Pending,2025-06-18,2025-06-24
301124,308,Personal,105318.70,Approved ,2025-01-03,2025-01-05
301125,354,Personal,248245.11,Approved,2025-04-04,2025-05-04
301126,740,Education,N/A,Rejected,2024-03-25,2024-03-28
301127,867,Home,455841.06,Approved,2025-01-09,2025-02-02
301128,980,Car,440237.67,Approved ,2023-09-21,2023-09-15
301129,761,Car,271486.75,Approved,2023-09-09,2023-09-15
301130,587,Home,273995.90,Approved ,2024-02-27,2024-03-07
301131,5,Education,123347.12,Rejected,2023-12-07,2023-12-20
301132,435,Car,N/A,Pending,2024-08-11,2024-08-20
301133,334,Personal,475778.58, Rejected,2024-04-04,2024-04-19
301134,306,Education,142899.35,Approved ,2025-02-12,2025-02-02
301135,748,Home,76333.65,Approved ,2023-11-20,2023-12-07
301136,962,Education,265088.86,Pending,2024-04-28,2024-05-15
301137,444,Personal,156752.41,Rejected,2023-07-28,2023-08-02
301138,139,Personal,157219.98, Rejected,2023-11-28,2023-12-03
301139,617,Car,413631.17, Rejected,2024-08-21,2024-08-28
301140,490,Home,282830.53,Approved,2024-02-11,2024-02-21
301141,318,Car,209333.56,Approved,2024-05-15,2024-05-30
301142,314,Home,243265.48,Approved,2025-03-03,2025-03-20
301143,544,Home,268821.37,Approved,2025-06-15,2025-06-10
301144,907,Education,227200.19,Rejected,2024-06-28,2024-06-29
301145,948,Education,181147.43, Rejected,2024-04-08,2024-04-10
301146,744,Car,449726.05,Pending,2024-11-14,2024-11-21
301147,644,Personal,182365.14, Rejected,2025-04-19,2025-04-26
301148,49,Home,384014.52,Pending,2024-06-10,2024-07-09
301149,980,Personal,120785.01, Rejected,2024-01-27,2024-02-23
301150,77,Education,471220.67,Approved,2025-04-10,2025-04-28
301151,405,Education,54496.49,Rejected,2024-11-01,2024-11-28
301152,869,Car,471915.45,Pending,2023-09-29,2023-10-24
301153,453,Car,199237.38,Pending,2024-09-18,2024-09-12
301154,621,Car,69266.07, Rejected,2025-03-21,2025-04-08
301155,486,Home,266377.31,Approved ,2023-11-10,2023-11-03
301156,132,Car,459600.53,Approved,2024-01-16,2024-01-13
301157,25,Car,205307.84,Pending,2024-04-18,2024-04-22
301158,881,Car,498556.31,Approved,2025-06-02,2025-05-23
301159,846,Education,N/A,Rejected,2024-03-27,2024-03-31
301160,491,Home,41403.73,Pending,2024-10-14,2024-11-11
301161,79,Car,343993.23,Approved,2024-01-16,2024-02-15
301162,386,Personal,5325.94,Rejected,2023-08-14,2023-08-07
301163,994,Personal,177309.34,Rejected,2024-03-05,2024-03-21
301164,878,Personal,46018.24,Rejected,2023-08-25,2023-09-19
301165,72,Personal,93262.74,Pending,2024-07-22,2024-08-16
301166,74,Education,340660.22,Rejected,2023-08-26,2023-08-28
301167,440,Car,43475.73,Rejected,2025-06-02,2025-06-03
301168,338,Car,17361.44,Approved ,2023-10-17,2023-11-01
301169,606,Car,217908.23,Rejected,2023-10-16,2023-11-13
301170,78,Car,420282.97,Approved ,2024-12-25,2024-12-29
301171,445,Personal,397074.94,Approved,2025-01-19,2025-01-30
301172,6,Education,230755.68,Approved,2023-11-07,2023-11-13
301173,931,Personal,86468.61,Approved,2023-10-13,2023-10-22
301174,802,Education,N/A, Rejected,2024-12-24,2025-01-19
301175,258,Personal,271909.14,Rejected,2024-09-13,2024-09-09
301176,970,Education,167981.99,Rejected,2023-08-13,2023-08-19
301177,655,Car,265737.57,Rejected,2024-10-08,2024-10-22
301178,676,Car,313159.04,Approved ,2024-03-18,2024-03-18
301179,67,Car,379837.34,Approved,2024-07-15,2024-08-05
301180,450,Home,40906.66,Pending,2024-04-10,2024-05-06
301181,215,Car,25340.05,Approved,2023-08-12,2023-09-11
301182,608,Education,N/A,Approved,2023-11-04,2023-10-27
301183,70,Home,327750.88, Rejected,2023-10-30,2023-11-03
301184,797,Personal,46575.46,Pending,2024-06-10,2024-07-09
301185,153,Car,430216.34,Approved,2025-01-30,2025-01-29
301186,611,Education,415961.76, Rejected,2025-03-13,2025-03-20
301187,268,Car,418566.55,Approved,2023-08-22,2023-08-18
301188,985,Home,192711.65,Rejected,2024-10-08,2024-09-30
301189,904,Home,N/A,Rejected,2025-02-18,2025-03-17
301190,197,Home,210593.23,Pending,2024-07-12,2024-08-08
301191,736,Home,272001.74,Approved,2025-02-13,2025-02-15
301192,821,Home,11217.28,Approved,2024-03-08,2024-04-04
301193,482,Home,235185.71,Approved,2025-02-22,2025-03-05
301194,38,Education,360219.02, Rejected,2024-05-14,2024-06-01
301195,169,Home,12704.29, Rejected,2024-11-08,2024-12-01
301196,595,Home,397656.46,Approved,2025-04-03,2025-04-12
301197,539,Car,395075.52,Approved,2023-07-07,2023-07-10
301198,220,Education,112145.58,Approved,2024-10-21,2024-10-12
301199,794,Personal,143872.02,Rejected,2023-12-07,2024-01-03
301200,243,Personal,290131.10, Rejected,2023-11-25,2023-12-12
301201,360,Personal,420887.82, Rejected,2024-06-12,2024-07-08
301202,386,Personal,351661.02, Rejected,2024-06-09,2024-06-02
301203,809,Education,387971.57,Approved,2024-01-05,2024-01-27
301204,477,Education,33762.73,Pending,2025-06-23,2025-06-16
301205,421,Personal,223889.96,Approved,2023-11-09,2023-11-22
301206,338,Personal,455808.82,Approved,2024-07-21,2024-07-18
301207,205,Personal,341467.55,Approved,2024-05-09,2024-06-03
301208,953,Car,41052.89, Rejected,2024-02-19,2024-03-15
301209,69,Personal,93103.53,Approved ,2024-06-02,2024-06-20
301210,951,Car,314092.50,Rejected,2024-08-06,2024-08-06
301211,772,Education,136950.37,Approved,2024-10-29,2024-11-04
301212,717,Education,369119.81,Pending,2024-04-13,2024-05-06
301213,933,Car,228651.67,Approved,2023-11-08,2023-11-28
301214,791,Personal,88644.60,Rejected,2025-02-13,2025-03-14
301215,966,Personal,425973.45,Approved,2024-09-07,2024-10-06
301216,579,Personal,195971.93,Approved,2025-01-18,2025-01-19
301217,579,Home,390078.08,Rejected,2024-11-10,2024-11-19
301218,803,Home,30587.00,Approved ,2024-06-05,2024-05-26
301219,437,Car,105543.68,Approved,2025-02-01,2025-02-26
301220,594,Personal,44362.19,Approved,2023-08-21,2023-08-31
301221,166,Personal,476018.37,Approved ,2025-06-08,2025-06-25
301222,852,Car,216269.17, Rejected,2023-11-13,2023-11-24
301223,942,Personal,380975.33,Approved,2024-07-22,2024-08-02
301224,296,Education,398361.08, Rejected,2024-01-13,2024-02-11
301225,353,Home,268589.72,Approved,2023-07-12,2023-07-07
301226,320,Car,98095.53, Rejected,2024-03-07,2024-02-26
301227,293,Personal,275763.77,Approved,2025-02-04,2025-02-13
301228,58,Car,485815.09,Rejected,2024-04-11,2024-04-25
301229,446,Home,250400.69,Approved,2024-03-19,2024-03-10
301230,978,Personal,155971.46, Rejected,2024-01-18,2024-02-03
301231,103,Home,10297.24,Approved,2025-06-14,2025-06-12
301232,783,Car,189820.20,Pending,2023-10-24,2023-11-18
301233,544,Home,97469.11,Pending,2023-12-28,2024-01-22
301234,618,Education,384666.91,Rejected,2023-10-05,2023-11-01
301235,824,Education,111428.78,Pending,2025-01-12,2025-01-27
301236,867,Personal,409334.72, Rejected,2025-01-22,2025-01-16
301237,83,Personal,204180.77,Approved,2024-06-26,2024-07-07
301238,582,Education,14482.58,Approved,2023-10-26,2023-11-10
301239,827,Education,141197.66, Rejected,2025-06-11,2025-07-09
301240,710,Home,81867.84,Approved,2024-10-06,2024-10-01
301241,574,Car,82148.46,Rejected,2024-06-26,2024-07-01
301242,431,Home,396000.75,Pending,2023-07-05,2023-08-03
301243,334,Education,142474.23,Approved,2023-11-16,2023-12-06
301244,733,Car,335353.11,Approved,2024-06-27,2024-07-19
301245,431,Car,136956.62,Approved ,2024-08-13,2024-09-03
301246,745,Home,338430.49,Rejected,2025-06-01,2025-06-25
301247,200,Home,69417.09,Approved ,2024-05-01,2024-04-25
301248,390,Home,47203.59,Pending,2024-01-23,2024-01-19
301249,645,Car,266018.84, Rejected,2024-09-19,2024-09-09
301250,756,Education,216568.07,Approved ,2023-09-22,2023-10-18
301251,689,Education,370102.47,Approved,2023-12-21,2024-01-17
301252,265,Car,N/A,Approved,2024-11-20,2024-11-21
301253,742,Home,50310.67,Approved,2023-12-22,2023-12-22
301254,191,Education,212142.52,Approved,2025-06-14,2025-06-06
301255,851,Personal,311942.58,Rejected,2023-09-25,2023-09-24
301256,483,Education,233147.00,Pending,2025-02-18,2025-03-12
301257,160,Education,227343.47,Rejected,2025-01-08,2025-01-12
301258,606,Education,194618.06,Approved,2024-04-29,2024-05-10
301259,318,Home,373911.66,Approved ,2025-03-06,2025-03-10
301260,885,Home,190082.20,Approved,2023-08-21,2023-08-28
301261,168,Car,43854.14, Rejected,2025-01-28,2025-02-06
301262,581,Home,122728.47,Approved,2025-06-03,2025-06-27
301263,691,Personal,190428.97,Pending,2024-02-06,2024-02-13
301264,104,Personal,164407.22,Pending,2024-03-31,2024-03-24
301265,254,Home,23224.74,Pending,2023-11-29,2023-11-20
301266,570,Personal,238380.61, Rejected,2025-01-05,2025-01-18
301267,412,Home,53991.82, Rejected,2025-01-20,2025-01-27
301268,417,Personal,110458.52,Rejected,2025-05-04,2025-04-25
301269,738,Personal,89543.15,Approved,2024-08-17,2024-09-14
301270,721,Car,N/A,Approved,2025-06-01,2025-05-25
301271,852,Education,156566.59, Rejected,2024-11-12,2024-12-07
301272,300,Personal,98861.44, Rejected,2024-06-02,2024-06-01
301273,288,Personal,484446.53,Rejected,2024-01-15,2024-02-01
301274,581,Car,305522.17,Approved ,2024-07-09,2024-07-17
301275,639,Education,41352.45,Rejected,2025-06-17,2025-06-21
301276,899,Education,215723.94,Rejected,2023-09-20,2023-10-03
301277,704,Car,229557.57,Approved,2024-03-01,2024-03-31
301278,112,Education,491990.74, Rejected,2024-03-10,2024-03-06
301279,297,Car,N/A,Approved ,2024-07-20,2024-08-05
301280,639,Car,186103.46, Rejected,2024-10-16,2024-11-15
301281,810,Home,303683.48,Pending,2025-05-18,2025-05-13
301282,812,Car,70066.21,Pending,2024-09-19,2024-09-09
301283,108,Education,84525.91,Pending,2025-01-30,2025-01-27
301284,183,Car,44916.55, Rejected,2023-11-17,2023-12-04
301285,547,Education,244802.90,Pending,2025-04-09,2025-04-05
301286,451,Home,211439.13,Approved ,2025-05-29,2025-05-30
301287,266,Car,87641.74,Pending,2024-03-26,2024-04-10
301288,296,Education,361121.82,Approved,2024-01-26,2024-02-06
301289,540,Home,15281.07, Rejected,2025-05-11,2025-06-06
301290,169,Personal,375109.94,Pending,2023-08-05,2023-08-08
301291,142,Personal,245480.82,Approved ,2023-11-18,2023-11-29
301292,657,Personal,388630.51,Rejected,2024-05-27,2024-06-07
301293,752,Car,294431.12,Approved ,2024-01-31,2024-02-26
301294,180,Home,104032.99,Pending,2025-01-21,2025-02-02
301295,769,Car,338994.12, Rejected,2023-10-16,2023-11-11
301296,703,Car,130018.13,Approved,2024-06-18,2024-07-17
301297,910,Education,347203.80,Approved,2025-03-22,2025-03-17
301298,427,Personal,179518.88,Approved,2024-12-06,2025-01-03
301299,375,Home,38495.53,Pending,2023-09-05,2023-09-22
301300,226,Education,92369.77,Approved,2025-04-05,2025-03-26
301301,868,Personal,N/A,Pending,2024-07-23,2024-08-08
301302,598,Personal,466962.25,Approved,2024-05-21,2024-05-13
301303,101,Education,1942.31, Rejected,2024-01-17,2024-01-08
301304,829,Personal,456162.72,Pending,2025-05-18,2025-05-09
301305,673,Home,N/A,Pending,2023-09-20,2023-09-24
301306,456,Home,397021.30,Approved,2024-02-01,2024-01-27
301307,460,Home,252276.39,Rejected,2025-05-27,2025-05-30
301308,835,Home,98922.46,Approved,2024-04-06,2024-04-13
301309,766,Education,245233.15,Approved,2024-01-06,2024-01-22
301310,669,Car,153001.09,Approved,2025-02-02,2025-02-17
301311,194,Personal,406353.52, Rejected,2024-07-09,2024-07-26
301312,580,Education,79449.17,Approved ,2025-05-25,2025-06-03
301313,878,Personal,151809.85,Approved ,2023-11-25,2023-12-06
301314,921,Personal,475747.46,Rejected,2023-12-19,2023-12-19
301315,538,Car,301354.78,Approved,2024-05-31,2024-06-03
301316,626,Personal,339492.31,Pending,2024-08-09,2024-08-22
301317,760,Education,83417.07,Approved ,2024-04-14,2024-04-19
301318,579,Home,190133.47,Pending,2023-08-03,2023-09-02
301319,695,Home,77435.09,Pending,2023-10-27,2023-10-21
