transaction_id,account_id,transaction_date,transaction_type,amount,merchant,category
211943,10905,2024-11-30,credit,5915.08,Thomas Inc,rent
211944,11160,2025-06-30 13:14:04.858691,debit,7119.99,"Faulkner, Thomas and Bryant",salary
211945,11027,2024-12-02,credit,833.0,,entertainment
211946,10509,2024-11-23,credit,2108.63,"Gould, Whitney and Barnes",salary
211947,10402,2024-09-23,credit,346.15,"Brown, Durham and Parsons",SHOPPING
211948,11018,2024-07-13,debit,6064.62,Leach-Jimenez,shopping
211949,10106,2025-01-04,credit,9447.69,Ho Ltd,groceries
211950,10201,2024-09-09,debit,1403.69,Brooks-Griffin,Fuel 
211951,10533,2024-07-25,debit,4868.27,Stevens-Reynolds,SHOPPING
211952,11175,2024-11-09,credit,7644.29,"Pham, Fritz and Harrison",Groceriess
211953,10088,2024-08-10,credit,9930.12,Scott-Hurst,shopping
211954,10650,2024-08-26,credit,5427.65,Rodriguez-Reeves,Groceriess
211955,11041,2025-04-09,debit,5779.68,Roth LLC,shopping
211956,11179,2025-05-26,credit,4837.85,"Thornton, Olsen and Morgan",shopping
211957,10766,2024-12-17,debit,4478.32,Adams LLC,utilities
211958,10555,2025-02-11,debit,9787.39,Gibson LLC,Grocerry
211959,10291,2025-01-20,debit,6750.93,"Kerr, Henderson and Turner",Entertaiment
211960,11158,2025-01-16,debit,3660.79,"Jones, Lane and Conway",SHOPPING
211961,10634,2024-11-05,credit,164.71,"Mendoza, Roman and Stuart",Entertaiment
211962,10316,2024-09-28,debit,5806.77,Stone Inc,Fuel 
211963,10696,2025-01-02,credit,9515.12,Walker and Sons,groceries
211964,11158,2025-07-02 13:14:04.864632,debit,5321.27,Bell Group,utilities
211965,10477,2024-12-30,credit,1877.39,Peterson and Sons,Grocerry
211966,10076,2025-03-04,credit,1557.84,"Williams, Norman and Miller",utilities
211967,10816,2025-01-19,credit,1834.08,Daniels Group,Fuel 
211968,10579,2024-07-18,credit,-252.25,Carroll-Norris,Groceriess
211969,11135,2024-10-23,debit,1505.73,"Kelley, Jacobs and Butler",fuel
211970,10558,2025-02-03,credit,7727.33,Brown and Sons,insurance
211971,10542,2024-07-01,credit,7549.6,"Guerra, Chapman and Baxter",insurance
211972,10050,2025-01-17,debit,2944.94,Lewis-Schwartz,Fuel 
211973,10480,2025-04-18,debit,97.69,Fitzpatrick Inc,SHOPPING
211974,10595,2025-05-05,debit,659.64,,salary
211975,10226,2024-10-19,debit,9442.7,Davis-Price,Grocerry
211976,10772,2024-11-26,credit,2376.65,Fields-Andersen,SHOPPING
211977,11025,2024-08-02,debit,3787.51,Marsh Group,Groceriess
211978,10102,2024-09-12,credit,840.04,Mitchell-Bailey,Entertaiment
211979,10336,2025-02-03,credit,3736.7,Davis-Lamb,groceries
211980,10926,2025-04-25,credit,7805.03,Roberts PLC,Entertaiment
211981,10803,2025-04-27,debit,5272.68,Robertson Inc,entertainment
211982,10274,2024-10-26,debit,3058.61,"Mendoza, Baker and Booth",Grocerry
211983,10822,2025-02-07,credit,8197.62,,Grocerry
211984,10030,2025-01-15,credit,-4829.96,"Dawson, Ward and Erickson",insurance
211985,10083,2024-10-02,debit,5140.98,"Atkinson, Jackson and Hines",utilities
211986,10129,2024-09-28,credit,7630.91,"Stevens, Serrano and Ryan",entertainment
211987,10022,2025-02-13,credit,-8155.15,,shopping
211988,11181,2025-04-16,credit,7796.35,Ellis Ltd,Groceriess
211989,10233,2025-07-27 13:14:04.870616,debit,2631.16,Caldwell-Avila,Fuel 
211990,10302,2025-05-13,credit,1054.34,Parks-Rogers,Grocerry
211991,10292,2025-06-17,debit,7171.35,"Whitehead, Koch and Williamson",Groceriess
211992,10686,2024-11-05,debit,2404.05,"Kim, Burnett and Pearson",groceries
211993,10361,2024-08-13,debit,3133.41,"Francis, Morris and Foster",insurance
211994,10053,2025-04-19,debit,9693.93,Graves-Mcguire,Fuel 
211995,10442,2024-12-15,credit,2230.39,,insurance
211996,10489,2025-03-01,debit,625.67,"Jackson, Phillips and Quinn",shopping
211997,10540,2024-11-29,credit,5079.88,,Entertaiment
211998,10411,2024-12-07,credit,6369.95,Hamilton Inc,groceries
211999,10651,2024-11-12,debit,9051.78,Taylor Inc,rent
212000,11002,2024-12-02,debit,4632.59,Rivas PLC,entertainment
212001,10580,2025-02-08,debit,1461.94,Perez-Davis,Fuel 
212002,10639,2024-12-21,credit,9147.13,Gonzalez and Sons,Groceriess
212003,10255,2025-05-30,credit,4667.81,,fuel
212004,10755,2025-01-29,debit,4915.81,Foster-Soto,rent
212005,10576,2024-11-26,credit,8339.95,"Gallagher, Cook and Williams",insurance
212006,10067,2025-04-05,debit,442.58,"Yoder, Leon and Murphy",Groceriess
212007,11178,2024-07-09,credit,-5594.29,"Sanchez, Harris and Carney",utilities
212008,11185,2024-12-09,debit,1946.13,Lynch and Sons,Fuel 
212009,10607,2025-04-04,credit,5163.34,Sullivan-Martinez,Fuel 
212010,10480,2024-09-26,credit,7121.6,Briggs-Allen,salary
212011,10663,2024-12-16,credit,8922.72,Schroeder and Sons,groceries
212012,10408,2024-07-02,credit,6182.56,Freeman-Jensen,rent
212013,10466,2025-05-10,debit,7547.22,Robinson PLC,Groceriess
212014,11064,2024-12-07,credit,9325.77,James and Sons,fuel
212015,10353,2025-01-18,debit,1298.71,"Hayes, Anderson and Estrada",shopping
212016,10363,2025-01-10,credit,9969.62,Johnson-Bird,utilities
212017,10554,2024-11-16,credit,8439.6,Collins-Watts,shopping
212018,10252,2025-06-03,debit,5866.15,Macdonald Ltd,insurance
212019,10926,2025-05-19,debit,4108.7,Ruiz Ltd,Groceriess
212020,10391,2025-02-08,credit,437.75,"Brown, Johnson and Cannon",entertainment
212021,10438,2025-03-14,debit,9388.76,"Cruz, Dunn and Graham",rent
212022,11031,2024-10-22,debit,7815.44,Perez-Kent,insurance
212023,10208,2025-05-06,debit,3603.73,"Mack, Ramirez and Benton",utilities
212024,10343,2025-06-23,credit,74.2,Mora-Russell,groceries
212025,10039,2025-03-14,credit,-5119.68,Bentley LLC,insurance
212026,10833,2025-06-02,credit,4096.91,"Day, Simmons and Sanchez",fuel
212027,10080,2024-07-03,debit,2730.16,Shelton-Miller,Entertaiment
212028,11034,2025-04-13,credit,2639.0,,shopping
212029,10161,2025-03-23,debit,513.08,"Miller, Sanchez and Martin",Fuel 
212030,11087,2024-07-23,debit,2239.08,,shopping
212031,10359,2024-09-03,debit,3674.86,Smith Group,salary
212032,10131,2025-01-05,credit,1622.59,Simmons LLC,salary
212033,10087,2024-12-14,credit,1212.67,Murillo Inc,groceries
212034,10726,2025-01-22,debit,5988.35,Jenkins Inc,utilities
212035,10667,2024-09-10,debit,4919.9,Johnson-Hardy,entertainment
212036,10724,2024-10-09,credit,468.01,Williams and Sons,shopping
212037,10646,2025-01-09,debit,2215.02,"Bishop, Cross and Reese",insurance
212038,11037,2024-10-10,debit,6194.28,Carter PLC,utilities
212039,10542,2024-11-01,credit,1501.25,Fuller Ltd,shopping
212040,10940,2024-12-10,debit,3325.23,"Ball, Navarro and Richards",SHOPPING
212041,11061,2024-07-24,credit,230.36,Wiley and Sons,entertainment
212042,10639,2025-02-26,debit,4251.46,Simpson-Reed,Grocerry
212043,10270,2024-12-18,debit,3061.45,Lee Ltd,Fuel 
212044,10346,2025-03-17,debit,352.69,Hughes-Zuniga,Grocerry
212045,10155,2024-12-30,debit,2033.38,Randolph-Ross,entertainment
212046,10754,2024-08-14,debit,7343.15,"Clark, Riddle and Singh",utilities
212047,10905,2024-09-15,debit,24.36,Smith-Lester,insurance
212048,11015,2024-12-18,debit,6521.35,Roberts-Reynolds,entertainment
212049,11024,2024-10-08,debit,5203.85,Romero LLC,fuel
212050,11013,2024-07-02,debit,7275.06,"Holmes, Jackson and Chambers",SHOPPING
212051,10415,2024-07-07,debit,398.89,Baker-Moss,rent
212052,10146,2024-11-03,debit,4812.09,King-Grant,entertainment
212053,10320,2024-11-15,credit,4332.09,"Hunt, Clements and Fuller",fuel
212054,10032,2024-08-31,credit,1310.89,Williams LLC,SHOPPING
212055,10582,2024-09-24,credit,4084.74,"Williams, Parsons and Parks",fuel
212056,11185,2024-12-19,credit,7296.97,"Wong, Baker and Dixon",entertainment
212057,10296,2025-01-10,debit,7042.49,Smith Inc,Fuel 
212058,10104,2025-01-14,debit,6774.96,,salary
212059,10263,2025-04-17,credit,4459.86,,shopping
212060,10894,2025-05-14,credit,7110.5,Carson-Lozano,Fuel 
212061,10029,2024-07-07,debit,545.21,"Harrison, Gibbs and Ayers",Grocerry
212062,10288,2025-02-03,credit,3497.66,Keller Ltd,Fuel 
212063,11073,2025-02-10,debit,3571.06,"Harrell, Miranda and Hayes",Entertaiment
212064,10326,2025-04-18,credit,8004.26,Logan-Krueger,entertainment
212065,10222,2025-05-26,credit,5123.05,"King, Mendoza and Lawrence",fuel
212066,10472,2024-09-27,credit,8668.97,"Baird, Christensen and Rogers",fuel
212067,10823,2025-04-08,debit,190.14,"Rich, Richards and Howe",salary
212068,10018,2025-02-26,debit,8069.25,Maldonado and Sons,insurance
212069,10100,2025-04-25,credit,4058.65,"Brewer, Smith and Simon",groceries
212070,10098,2024-09-18,credit,1043.28,Hall-Wallace,Groceriess
212071,10446,2025-06-16,debit,6948.89,,entertainment
212072,10389,2025-02-25,debit,4192.52,Boyle Ltd,shopping
212073,10541,2024-11-23,credit,3843.17,Shaw-Scott,fuel
212074,10549,2025-05-08,credit,8486.74,Pearson-Lara,shopping
212075,11014,2025-01-27,credit,6573.58,Cooper Ltd,shopping
212076,10375,2025-05-03,debit,902.5,"Collins, Bailey and Anderson",SHOPPING
212077,10375,2024-08-31,debit,3568.64,Robertson-Blackburn,Entertaiment
212078,11167,2025-02-06,debit,2485.64,Mitchell Inc,utilities
212079,10336,2025-01-28,debit,6948.87,Green-Armstrong,Groceriess
212080,10662,2024-08-02,credit,3002.48,"Hunter, Harris and Hampton",Grocerry
212081,10862,2024-07-11,debit,3279.8,Boyd-Castillo,SHOPPING
212082,10368,2025-04-19,debit,399.7,"Ross, Guzman and Scott",fuel
212083,10550,2024-11-20,debit,1283.89,Pierce LLC,SHOPPING
212084,10463,2025-05-20,debit,1309.55,Cruz Ltd,Fuel 
212085,11135,2025-01-05,debit,6894.36,Green Ltd,shopping
212086,10041,2025-01-05,credit,8821.23,"Lowe, Hines and Hanna",salary
212087,10162,2025-04-21,credit,7830.87,"Love, Johnson and Morales",utilities
212088,10278,2024-09-09,credit,8498.16,Jenkins and Sons,Groceriess
212089,10918,2025-05-19,debit,5881.14,Henderson-Frederick,Grocerry
212090,10521,2024-07-08,debit,1659.24,Mcmillan LLC,Grocerry
212091,10708,2025-06-13,credit,3397.89,"Vega, Pugh and Daniels",entertainment
212092,11136,2024-12-03,debit,7646.22,Boone-Rogers,rent
212093,10714,2025-01-26,credit,5223.22,Barnes-Stevens,salary
212094,11166,2024-09-16,debit,7355.83,Roberson-Johnson,shopping
212095,10251,2025-06-18,credit,1019.01,Grimes Inc,shopping
212096,10674,2025-02-28,debit,3659.58,"Love, Ramirez and Hoffman",utilities
212097,11033,2024-07-27,credit,9081.1,Hobbs-Olson,fuel
212098,11071,2025-02-05,credit,-9896.37,"Mathews, Evans and Baker",Fuel 
212099,10802,2025-03-28,debit,6594.48,,insurance
212100,10090,2024-08-04,credit,8590.76,"Gregory, Jones and Wheeler",shopping
212101,11072,2025-01-11,credit,8930.69,Vaughn Group,salary
212102,11141,2025-04-10,credit,3502.27,David-Clarke,groceries
212103,10712,2025-06-17,debit,4198.1,,Entertaiment
212104,10414,2025-05-30,credit,8524.25,,groceries
212105,10462,2025-05-15,debit,6431.13,"Chapman, Brown and Thomas",fuel
212106,10477,2024-09-19,debit,7610.78,Rodriguez-Brooks,entertainment
212107,10965,2024-12-05,debit,7602.33,Villegas and Sons,Groceriess
212108,10672,2024-09-21,credit,5157.94,"Lawson, Smith and Griffin",SHOPPING
212109,10385,2024-09-29,debit,3404.82,Bradshaw and Sons,rent
212110,10513,2024-08-15,credit,-819.3,,utilities
212111,10386,2024-10-09,credit,8453.52,Hale Group,SHOPPING
212112,10508,2025-06-19,debit,3526.04,Choi-Paul,groceries
212113,10111,2025-03-31,debit,2025.61,,Entertaiment
212114,10739,2024-08-03,debit,397.56,Simmons LLC,utilities
212115,10627,2025-02-03,credit,7259.27,Ellison-Mendez,utilities
212116,10006,2025-04-11,debit,4610.01,Pugh-Gordon,salary
212117,10040,2024-07-23,debit,2732.79,Adams Group,Fuel 
212118,10256,2024-12-14,credit,7215.81,Flowers-Reyes,Fuel 
212119,10191,2024-08-10,debit,1106.97,"Stewart, Maddox and Mills",SHOPPING
212120,10848,2025-02-11,debit,71.41,Thomas-Fitzgerald,Fuel 
212121,10413,2024-12-23,debit,3511.09,"Potter, Gilmore and Rodriguez",Entertaiment
212122,11121,2025-01-13,debit,9367.61,"Berry, Knight and Hansen",insurance
212123,10831,2025-03-19,debit,1966.92,"Ramirez, Carrillo and Joseph",entertainment
212124,11057,2024-10-08,credit,1487.74,Hood Group,SHOPPING
212125,10395,2025-03-01,credit,-7630.55,"Nicholson, Barnett and Eaton",shopping
212126,10918,2024-09-21,debit,3328.89,Stanley-Merritt,utilities
212127,11145,2025-01-22,credit,822.47,"Knight, Campbell and Bowman",SHOPPING
212128,10564,2024-11-18,debit,2915.47,"Torres, York and Noble",shopping
212129,11187,2025-01-09,debit,1967.75,Hampton-Dunn,groceries
212130,11168,2024-08-26,debit,1079.34,Evans LLC,fuel
212131,10080,2025-02-25,credit,2846.1,,Fuel 
212132,10824,2024-10-01,credit,8301.7,"White, Simpson and Howe",insurance
212133,10355,2025-03-13,credit,8509.06,Hamilton-Stewart,Groceriess
212134,10473,2025-04-13,debit,8532.2,"Ortiz, Castro and Jones",rent
212135,11049,2024-11-06,debit,8560.06,"Lewis, Vargas and Anderson",entertainment
212136,10152,2024-10-23,credit,7956.61,Mercer and Sons,Groceriess
212137,10199,2025-04-10,credit,6808.45,Freeman and Sons,Groceriess
212138,10199,2025-05-03,credit,8491.94,Stuart Ltd,Fuel 
212139,10611,2024-10-21,credit,190.92,Meyer PLC,Groceriess
212140,10222,2025-02-27,credit,1224.36,Collins-Hart,entertainment
212141,10110,2024-07-19,debit,1491.61,Johnson LLC,entertainment
212142,10516,2024-08-19,credit,5349.22,Hall-Bishop,Fuel 
212143,10615,2024-08-07,credit,4967.39,"Blevins, Davis and Alvarez",utilities
212144,10073,2025-03-12,debit,6689.2,"Patterson, Frost and Bush",insurance
212145,10623,2025-03-29,credit,4007.79,,fuel
212146,10423,2025-01-18,credit,8755.01,Elliott Group,insurance
212147,10311,2024-07-26,debit,2741.44,Smith LLC,rent
212148,10688,2024-08-22,credit,9957.11,"Mcclure, West and Johnson",Entertaiment
212149,10009,2025-02-04,credit,9650.33,Bennett LLC,SHOPPING
212150,10471,2024-12-08,debit,9932.92,Hernandez-Frey,entertainment
212151,10041,2025-06-29 13:14:04.915538,debit,6130.72,"Floyd, Savage and Gomez",utilities
212152,10912,2024-08-24,debit,7134.49,,Fuel 
212153,11114,2024-10-02,credit,7409.37,Robinson-Perry,shopping
212154,10185,2024-08-24,debit,1568.83,"Cisneros, Cummings and Hardin",groceries
212155,11109,2024-12-07,debit,4029.85,Mclean-Green,Groceriess
212156,11051,2025-06-17,debit,5114.47,Keith-Spears,Grocerry
212157,10562,2024-12-06,credit,9674.03,Brown-Lopez,entertainment
212158,10880,2025-07-17 13:14:04.917534,credit,-6035.22,Williams-Bryan,fuel
212159,10953,2025-01-31,credit,599.58,Bonilla-Suarez,Entertaiment
212160,10537,2024-12-30,debit,3173.4,Hall-Romero,SHOPPING
212161,11082,2025-01-17,debit,3543.19,"Anderson, Cooper and Haynes",entertainment
212162,10118,2025-01-27,debit,8748.91,Watts-Stevens,Fuel 
212163,10296,2024-08-04,debit,5925.76,Holland-Jones,entertainment
212164,10755,2025-03-15,credit,3676.78,"Hutchinson, Hawkins and Nash",Fuel 
212165,11176,2025-03-23,credit,6979.79,"Powell, Rodriguez and Brown",groceries
212166,10235,2025-04-01,credit,5248.34,Wilkinson-Payne,shopping
212167,10139,2025-01-06,credit,-2675.82,"Freeman, Murphy and Robles",insurance
212168,10746,2025-04-17,credit,6724.43,Ward PLC,Groceriess
212169,10433,2025-04-28,credit,9901.3,Rice Group,Fuel 
212170,10180,2024-08-18,credit,107.11,,shopping
212171,10092,2024-09-25,debit,6718.72,"Harris, Holmes and Brown",Groceriess
212172,10014,2025-03-04,debit,4729.39,Jones-Cox,Grocerry
212173,10687,2024-07-26,debit,2595.74,Hodge-Hatfield,groceries
212174,11020,2025-06-01,credit,5372.5,,fuel
212175,10203,2024-09-02,debit,7159.52,Smith Inc,SHOPPING
212176,10120,2025-05-13,debit,2481.78,Green Group,entertainment
212177,10427,2025-03-27,debit,1939.48,,Groceriess
212178,11118,2025-04-26,credit,3717.21,Mccormick LLC,utilities
212179,11078,2024-07-13,credit,8583.74,,Fuel 
212180,10766,2024-12-11,credit,7999.05,"Murphy, Hamilton and Morgan",Entertaiment
212181,11149,2025-02-10,debit,6388.56,Patrick and Sons,Fuel 
212182,10622,2025-06-10,credit,1152.23,Dorsey-Oneal,Groceriess
212183,10160,2025-06-23,debit,502.41,Gamble-Liu,rent
212184,10339,2025-06-20,credit,1101.5,Henderson-Harris,salary
212185,10959,2024-07-27,debit,873.77,Thomas Group,Entertaiment
212186,10455,2025-02-26,credit,9668.87,Thompson-Ruiz,entertainment
212187,10033,2025-01-08,debit,8010.7,Griffin Ltd,Fuel 
212188,10761,2024-12-07,debit,4399.62,Valenzuela Inc,SHOPPING
212189,10485,2025-04-03,debit,8671.97,,utilities
212190,10351,2025-05-28,credit,9569.5,Ruiz-Key,insurance
212191,11022,2024-08-21,credit,5072.64,Jennings-Adkins,Groceriess
212192,10066,2025-06-03,credit,8322.06,Mckee-Miles,utilities
212193,10558,2024-08-25,debit,7637.54,"Anderson, Hughes and Martin",SHOPPING
212194,11020,2024-09-24,debit,6461.94,Anderson-Duke,salary
212195,10903,2024-09-24,debit,4883.21,Thomas-Garcia,groceries
212196,10185,2025-03-30,credit,219.25,,Grocerry
212197,10171,2025-01-09,credit,6127.62,Kim-Johnson,salary
212198,10443,2025-03-26,credit,4000.48,"Mason, Key and Vang",Fuel 
212199,10586,2024-08-07,credit,5622.61,Pierce and Sons,entertainment
212200,10785,2024-08-11,debit,4253.49,"Myers, Meyer and Rivera",Groceriess
212201,10979,2024-11-14,debit,5127.19,"Jones, Singh and Howe",salary
212202,10920,2024-09-06,debit,3370.74,"Patterson, Jimenez and Tanner",Entertaiment
212203,10324,2024-10-13,credit,8904.28,Warren-Mills,entertainment
212204,10813,2025-03-24,credit,6610.99,"Valenzuela, Phillips and Jennings",rent
212205,10392,2025-06-08,debit,5820.34,Franklin Group,Groceriess
212206,11055,2025-01-19,debit,1507.13,Cummings and Sons,entertainment
212207,10984,2025-02-01,debit,2454.53,French and Sons,Fuel 
212208,11029,2024-09-10,credit,3633.1,Spencer and Sons,salary
212209,11078,2025-03-02,credit,6670.64,Montgomery Ltd,groceries
212210,10502,2025-03-24,debit,453.54,Flores-Davis,SHOPPING
212211,10996,2024-09-13,debit,9238.96,"Kennedy, Watson and Flores",entertainment
212212,11082,2025-05-04,debit,9223.42,Johnson-House,groceries
212213,10104,2025-03-20,credit,9514.05,,entertainment
212214,10390,2024-10-19,credit,2815.12,Morris-Lee,Fuel 
212215,10180,2024-10-18,credit,1541.54,Mccall Group,Groceriess
212216,10405,2025-05-15,credit,2280.97,"Williams, Woods and Hogan",salary
212217,10918,2024-08-26,debit,3700.28,"Davidson, Silva and Rush",salary
212218,10928,2024-10-11,credit,2233.46,"Garcia, Vaughn and Hancock",utilities
212219,10480,2024-12-26,debit,9714.04,"Stevens, Cunningham and Simpson",entertainment
212220,10757,2024-11-11,debit,3906.57,"Harris, Reyes and Smith",Grocerry
212221,10948,2024-10-11,credit,6164.11,Potter-Torres,SHOPPING
212222,11069,2025-01-05,debit,2116.99,"Campbell, Crawford and Wood",salary
212223,11058,2024-12-23,credit,6099.9,Gibson and Sons,groceries
212224,10798,2025-06-11,credit,9459.35,Sweeney-Watts,insurance
212225,11130,2025-05-31,debit,5372.51,Harris-Thomas,utilities
212226,10936,2024-10-25,debit,74.49,Hudson-Alvarez,Grocerry
212227,10878,2024-08-11,debit,6717.0,Lowery Group,SHOPPING
212228,10669,2025-06-13,credit,5039.49,"Edwards, Jones and Banks",insurance
212229,10163,2025-02-28,debit,3208.3,Butler and Sons,shopping
212230,10042,2025-06-20,credit,4288.83,Brown Inc,Grocerry
212231,10775,2025-04-23,debit,2453.3,Esparza Ltd,Entertaiment
212232,10282,2025-05-05,debit,3563.35,"Brooks, Boyer and Garner",Entertaiment
212233,11156,2024-07-15,credit,2103.16,Guzman Inc,SHOPPING
212234,10504,2025-01-09,debit,1783.92,"Gomez, Romero and Mueller",groceries
212235,10044,2025-02-17,credit,4246.8,Johnson-Graham,entertainment
212236,10606,2024-10-04,credit,5700.72,Jones Group,rent
212237,10598,2024-10-08,credit,4195.13,"Andrews, Whitaker and Hawkins",insurance
212238,10381,2024-08-15,credit,7022.01,Copeland-Stein,salary
212239,10890,2025-07-06 13:14:04.939475,credit,699.38,"Martinez, Sanders and Smith",Groceriess
212240,10680,2025-04-01,credit,1488.33,"Soto, Lucas and Rodriguez",Groceriess
212241,10564,2025-06-13,credit,79.73,Phillips LLC,utilities
212242,10125,2025-04-23,debit,4121.43,Lynch-Downs,groceries
212243,10562,2024-10-31,debit,3185.35,Salinas Ltd,Entertaiment
212244,10435,2024-10-31,debit,6731.45,Cook LLC,rent
212245,10552,2025-02-15,credit,4158.72,Ortiz Inc,groceries
212246,11109,2024-09-28,credit,2566.78,Barnes-Bowers,entertainment
212247,10006,2024-08-27,credit,7410.45,Levine-Macdonald,salary
212248,10687,2024-07-25,credit,3143.14,Douglas Inc,entertainment
212249,10202,2024-07-18,debit,6301.69,"Garcia, Drake and Mcpherson",salary
212250,11166,2025-02-21,debit,9691.16,"Cox, Alexander and Hawkins",Groceriess
212251,10265,2024-08-02,debit,3356.65,Webb-Reese,Fuel 
212252,10030,2024-06-28,debit,7732.76,"Gilbert, Warren and Wells",Groceriess
212253,10261,2024-12-14,credit,5324.36,Douglas-Jones,fuel
212254,11039,2025-03-17,debit,7761.52,"Wilson, Mclaughlin and Roberts",insurance
212255,10966,2025-04-12,credit,3699.22,Fisher and Sons,shopping
212256,10954,2025-04-11,debit,7978.06,Norris PLC,insurance
212257,11141,2025-01-17,credit,4658.87,Stone and Sons,fuel
212258,10052,2024-11-22,credit,3286.86,Rasmussen-Williams,insurance
212259,11077,2024-12-19,debit,4729.26,Allison-Horn,utilities
212260,10635,2025-01-26,debit,2616.59,"Perry, Glover and Hammond",entertainment
212261,10751,2025-03-19,credit,8788.83,"Frey, Henry and Gomez",groceries
212262,10778,2025-06-21,credit,866.16,,utilities
212263,10649,2024-08-02,debit,1801.16,"Craig, Weaver and Stevens",utilities
212264,10538,2024-09-06,credit,8526.45,"Schroeder, Lee and Mcdaniel",shopping
212265,10936,2024-11-05,credit,2854.87,"Middleton, Greer and Poole",Entertaiment
212266,10127,2024-12-01,credit,4149.56,"Davis, Stewart and Spencer",entertainment
212267,10346,2024-08-03,debit,1951.95,"Marsh, Houston and Johnson",salary
212268,10333,2025-05-20,debit,4799.9,"Harris, Martin and Johnson",SHOPPING
212269,10901,2024-10-17,debit,3035.77,Thompson-Fisher,Groceriess
212270,10016,2024-12-09,credit,2443.34,Jackson-Kaufman,insurance
212271,11067,2024-09-27,debit,887.68,Deleon-Vargas,fuel
212272,10571,2024-10-22,debit,7781.8,"Miller, Dalton and White",Entertaiment
212273,11128,2025-01-07,credit,7282.05,"Estrada, Bradshaw and Carlson",Entertaiment
212274,10514,2024-09-12,credit,8220.16,"Potter, Mcdaniel and Thompson",salary
212275,11058,2024-10-25,credit,2135.55,"Wiggins, Doyle and Whitaker",SHOPPING
212276,10802,2025-04-19,debit,5994.35,,Grocerry
212277,10855,2025-01-29,debit,5242.83,Hall LLC,Groceriess
212278,10073,2024-08-06,credit,7365.81,"Wu, Jackson and Jordan",insurance
212279,10401,2025-03-02,debit,9518.6,"Miller, Bowers and Ford",Entertaiment
212280,10958,2025-02-06,credit,6702.15,"Brewer, Cooper and Schmidt",entertainment
212281,11180,2025-07-15 13:14:04.951446,debit,8557.55,,salary
212282,10527,2024-09-24,credit,1200.21,Schmidt-Anderson,rent
212283,10393,2024-07-02,debit,1492.96,Vaughn-Hernandez,salary
212284,11055,2024-10-31,credit,4055.44,Coleman Inc,fuel
212285,10532,2024-07-22,debit,1499.96,"Davis, Fowler and Oneal",Grocerry
212286,10253,2025-06-17,credit,5523.62,Lowery Group,groceries
212287,10749,2024-09-16,credit,9023.53,"Fox, Summers and Hoffman",shopping
212288,10883,2024-07-19,credit,3182.39,Soto and Sons,salary
212289,10522,2024-07-29,debit,8942.0,Baker and Sons,Entertaiment
212290,10306,2025-04-11,credit,1818.91,"Conner, Perry and Raymond",salary
212291,10568,2025-05-12,credit,4307.89,Brown Inc,utilities
212292,10808,2024-12-15,credit,-2383.45,,insurance
212293,10897,2025-05-03,credit,7613.06,"Nelson, White and Boyer",Grocerry
212294,10018,2025-04-03,credit,2909.87,Padilla-Johnson,rent
212295,10026,2025-06-17,credit,2921.43,"Miller, Franklin and Cummings",utilities
212296,11168,2024-08-10,credit,729.37,Gordon-Dixon,Groceriess
212297,10846,2024-11-17,debit,6537.33,"Martinez, Bonilla and Brown",rent
212298,10084,2025-06-01,debit,5758.59,Johnson-Graves,salary
212299,10110,2024-08-06,credit,6507.63,,entertainment
212300,10753,2024-08-29,credit,3304.07,Swanson LLC,utilities
212301,10286,2024-07-19,credit,9537.7,Wilson and Sons,entertainment
212302,10910,2025-06-12,credit,5817.31,"Bryant, Hubbard and Rivera",fuel
212303,10051,2025-01-14,credit,8237.29,Foster Inc,fuel
212304,10976,2024-09-09,credit,873.29,"Brown, Washington and Grant",utilities
212305,11047,2024-12-13,debit,4883.6,"Lawrence, Mitchell and Best",Entertaiment
212306,10714,2025-01-03,debit,9156.15,Burke Inc,rent
212307,10144,2024-10-11,debit,6049.27,Rodriguez-Martinez,salary
212308,10833,2024-11-21,credit,-7277.56,"Medina, Leon and Martinez",Grocerry
212309,11109,2025-01-04,credit,1986.28,Walton-Brown,SHOPPING
212310,10743,2025-01-31,debit,3772.48,Peters-Leon,salary
212311,10625,2024-10-18,debit,8021.11,"Sharp, Morgan and Carlson",entertainment
212312,10903,2025-05-09,credit,7371.24,Mcdonald and Sons,Entertaiment
212313,10670,2024-12-04,credit,9151.79,"Lopez, Mclean and Kennedy",groceries
212314,10302,2025-02-20,debit,3676.63,"Brown, White and Hall",Entertaiment
212315,11046,2024-09-08,credit,8887.15,"Guerrero, Parker and Morgan",shopping
212316,10592,2025-05-04,credit,8276.84,,SHOPPING
212317,11040,2025-04-22,debit,7387.85,"Jefferson, English and Pierce",salary
212318,10746,2024-11-11,debit,9642.53,"Fisher, Sellers and Bennett",Fuel 
212319,11062,2025-05-18,debit,778.4,Bridges-Duke,salary
212320,10796,2025-06-24,debit,7234.4,"Caldwell, Rose and Rivera",shopping
212321,10793,2025-01-26,credit,4205.76,Garcia LLC,fuel
212322,10517,2024-11-09,debit,2578.19,Alvarez-Ruiz,groceries
212323,10905,2024-07-05,debit,2610.28,Bridges-Ward,Groceriess
212324,10681,2024-12-08,credit,9782.93,Blankenship-Downs,Fuel 
212325,10954,2024-12-22,debit,2817.07,Brown Ltd,salary
212326,10110,2024-11-24,debit,6176.95,Dougherty LLC,Grocerry
212327,10663,2024-09-01,debit,9682.42,Wright Group,fuel
